ratio,seed,iter,success
12,123,47000,0.82
12,123,48000,0.78
12,123,49000,0.82
12,123,50000,0.86
0,42,0,0.0
0,42,1000,0.7
0,42,2000,0.86
0,42,3000,0.94
0,42,4000,0.88
0,42,5000,0.86
0,42,6000,0.8
0,42,7000,0.8
0,42,8000,0.74
0,42,9000,0.78
0,42,10000,0.74
0,42,11000,0.78
0,42,12000,0.74
0,42,13000,0.7
0,42,14000,0.78
0,42,15000,0.68
0,42,16000,0.66
0,42,17000,0.74
0,42,18000,0.72
0,42,19000,0.7
0,42,20000,0.72
0,42,21000,0.64
0,42,22000,0.66
0,42,23000,0.68
0,42,24000,0.62
0,42,25000,0.7
0,42,26000,0.66
0,42,27000,0.6
0,42,28000,0.64
0,42,29000,0.62
0,42,30000,0.6
0,42,31000,0.6
0,42,32000,0.42
0,42,33000,0.5
0,42,34000,0.42
0,42,35000,0.4
0,42,36000,0.46
0,42,37000,0.44
0,42,38000,0.38
0,42,39000,0.36
0,42,40000,0.42
0,42,41000,0.4
0,42,42000,0.38
0,42,43000,0.32
0,42,44000,0.36
0,42,45000,0.42
0,42,46000,0.38
0,42,47000,0.42
0,42,48000,0.3
0,42,49000,0.4
0,42,50000,0.32
5,456,0,0.0
5,456,1000,0.94
5,456,2000,0.9
5,456,3000,0.9
5,456,4000,0.82
5,456,5000,0.82
5,456,6000,0.86
5,456,7000,0.8
5,456,8000,0.86
5,456,9000,0.86
5,456,10000,0.8
5,456,11000,0.78
5,456,12000,0.72
5,456,13000,0.82
5,456,14000,0.8
5,456,15000,0.82
5,456,16000,0.82
5,456,17000,0.84
5,456,18000,0.86
5,456,19000,0.84
5,456,20000,0.84
5,456,21000,0.84
5,456,22000,0.78
5,456,23000,0.84
5,456,24000,0.78
5,456,25000,0.8
5,456,26000,0.8
5,456,27000,0.82
5,456,28000,0.78
5,456,29000,0.86
5,456,30000,0.78
5,456,31000,0.8
5,456,32000,0.82
5,456,33000,0.82
5,456,34000,0.8
5,456,35000,0.78
5,456,36000,0.82
5,456,37000,0.8
5,456,38000,0.82
5,456,39000,0.86
5,456,40000,0.84
5,456,41000,0.84
5,456,42000,0.82
5,456,43000,0.88
5,456,44000,0.88
5,456,45000,0.8
5,456,46000,0.84
5,456,47000,0.82
5,456,48000,0.86
5,456,49000,0.86
5,456,50000,0.86
1,42,0,0.0
1,42,1000,0.82
1,42,2000,0.86
1,42,3000,0.76
1,42,4000,0.84
1,42,5000,0.78
1,42,6000,0.76
1,42,7000,0.68
1,42,8000,0.66
1,42,9000,0.74
1,42,10000,0.76
1,42,11000,0.72
1,42,12000,0.78
1,42,13000,0.7
1,42,14000,0.72
1,42,15000,0.62
1,42,16000,0.64
1,42,17000,0.66
1,42,18000,0.72
1,42,19000,0.5
1,42,20000,0.62
1,42,21000,0.7
1,42,22000,0.66
1,42,23000,0.64
1,42,24000,0.66
1,42,25000,0.7
1,42,26000,0.64
1,42,27000,0.66
1,42,28000,0.74
1,42,29000,0.64
1,42,30000,0.62
1,42,31000,0.66
1,42,32000,0.68
1,42,33000,0.66
1,42,34000,0.58
1,42,35000,0.6
1,42,36000,0.64
1,42,37000,0.7
1,42,38000,0.62
1,42,39000,0.64
1,42,40000,0.64
1,42,41000,0.62
1,42,42000,0.52
1,42,43000,0.52
1,42,44000,0.58
1,42,45000,0.52
1,42,46000,0.56
1,42,47000,0.58
1,42,48000,0.62
1,42,49000,0.6
1,42,50000,0.54
2,123,0,0.0
2,123,1000,0.86
2,123,2000,0.96
2,123,3000,0.8
2,123,4000,0.8
2,123,5000,0.8
2,123,6000,0.78
2,123,7000,0.82
2,123,8000,0.86
2,123,9000,0.8
2,123,10000,0.86
2,123,11000,0.82
2,123,12000,0.76
2,123,13000,0.72
2,123,14000,0.72
2,123,15000,0.78
2,123,16000,0.68
2,123,17000,0.62
2,123,18000,0.76
2,123,19000,0.74
2,123,20000,0.76
2,123,21000,0.78
2,123,22000,0.8
2,123,23000,0.74
2,123,24000,0.72
2,123,25000,0.78
2,123,26000,0.78
2,123,27000,0.84
2,123,28000,0.82
2,123,29000,0.8
2,123,30000,0.8
2,123,31000,0.84
2,123,32000,0.82
2,123,33000,0.86
2,123,34000,0.8
2,123,35000,0.8
2,123,36000,0.84
2,123,37000,0.78
2,123,38000,0.76
2,123,39000,0.82
2,123,40000,0.82
2,123,41000,0.82
2,123,42000,0.8
2,123,43000,0.72
2,123,44000,0.76
2,123,45000,0.78
2,123,46000,0.72
2,123,47000,0.68
2,123,48000,0.74
2,123,49000,0.6
2,123,50000,0.7
6,42,0,0.0
6,42,1000,0.9
6,42,2000,0.9
6,42,3000,0.92
6,42,4000,0.88
6,42,5000,0.86
6,42,6000,0.86
6,42,7000,0.76
6,42,8000,0.86
6,42,9000,0.78
6,42,10000,0.76
6,42,11000,0.72
6,42,12000,0.74
6,42,13000,0.72
6,42,14000,0.78
6,42,15000,0.76
6,42,16000,0.8
6,42,17000,0.82
6,42,18000,0.8
6,42,19000,0.82
6,42,20000,0.84
6,42,21000,0.82
6,42,22000,0.78
6,42,23000,0.84
6,42,24000,0.84
6,42,25000,0.84
6,42,26000,0.84
6,42,27000,0.86
6,42,28000,0.9
6,42,29000,0.8
6,42,30000,0.78
6,42,31000,0.8
6,42,32000,0.86
6,42,33000,0.96
6,42,34000,0.86
6,42,35000,0.9
6,42,36000,0.82
6,42,37000,0.88
6,42,38000,0.84
6,42,39000,0.86
6,42,40000,0.82
6,42,41000,0.88
6,42,42000,0.84
6,42,43000,0.74
6,42,44000,0.82
6,42,45000,0.78
6,42,46000,0.84
6,42,47000,0.8
6,42,48000,0.8
6,42,49000,0.82
6,42,50000,0.76
7,456,0,0.0
7,456,1000,0.9
7,456,2000,0.86
7,456,3000,0.86
7,456,4000,0.72
7,456,5000,0.84
7,456,6000,0.82
7,456,7000,0.8
7,456,8000,0.84
7,456,9000,0.78
7,456,10000,0.84
7,456,11000,0.78
7,456,12000,0.76
7,456,13000,0.8
7,456,14000,0.82
7,456,15000,0.74
7,456,16000,0.8
7,456,17000,0.82
7,456,18000,0.8
7,456,19000,0.78
7,456,20000,0.74
7,456,21000,0.7
7,456,22000,0.78
7,456,23000,0.74
7,456,24000,0.72
7,456,25000,0.74
7,456,26000,0.7
7,456,27000,0.76
7,456,28000,0.72
7,456,29000,0.74
7,456,30000,0.7
7,456,31000,0.8
7,456,32000,0.68
7,456,33000,0.74
7,456,34000,0.78
7,456,35000,0.72
7,456,36000,0.7
7,456,37000,0.66
7,456,38000,0.72
7,456,39000,0.72
7,456,40000,0.76
7,456,41000,0.72
7,456,42000,0.8
7,456,43000,0.82
7,456,44000,0.76
7,456,45000,0.78
7,456,46000,0.74
7,456,47000,0.82
7,456,48000,0.82
7,456,49000,0.76
7,456,50000,0.78
8,456,0,0.0
8,456,1000,0.9
8,456,2000,0.86
8,456,3000,0.9
8,456,4000,0.9
8,456,5000,0.84
8,456,6000,0.86
8,456,7000,0.76
8,456,8000,0.82
8,456,9000,0.74
8,456,10000,0.68
8,456,11000,0.82
8,456,12000,0.68
8,456,13000,0.78
8,456,14000,0.76
8,456,15000,0.76
8,456,16000,0.72
8,456,17000,0.78
8,456,18000,0.88
8,456,19000,0.82
8,456,20000,0.78
8,456,21000,0.8
8,456,22000,0.76
8,456,23000,0.74
8,456,24000,0.8
8,456,25000,0.74
8,456,26000,0.74
8,456,27000,0.82
8,456,28000,0.8
8,456,29000,0.82
8,456,30000,0.86
8,456,31000,0.9
8,456,32000,0.88
8,456,33000,0.82
8,456,34000,0.78
8,456,35000,0.78
8,456,36000,0.82
8,456,37000,0.8
8,456,38000,0.86
8,456,39000,0.84
8,456,40000,0.78
8,456,41000,0.82
8,456,42000,0.84
8,456,43000,0.8
8,456,44000,0.84
8,456,45000,0.84
8,456,46000,0.88
8,456,47000,0.84
8,456,48000,0.86
8,456,49000,0.8
8,456,50000,0.88
0,123,0,0.0
0,123,1000,0.6
0,123,2000,0.86
0,123,3000,0.8
0,123,4000,0.88
0,123,5000,0.76
0,123,6000,0.76
0,123,7000,0.68
0,123,8000,0.74
0,123,9000,0.76
0,123,10000,0.62
0,123,11000,0.62
0,123,12000,0.6
0,123,13000,0.64
0,123,14000,0.6
0,123,15000,0.58
0,123,16000,0.6
0,123,17000,0.58
0,123,18000,0.66
0,123,19000,0.58
0,123,20000,0.66
0,123,21000,0.64
0,123,22000,0.62
0,123,23000,0.66
0,123,24000,0.66
0,123,25000,0.64
0,123,26000,0.6
0,123,27000,0.54
0,123,28000,0.48
0,123,29000,0.66
0,123,30000,0.56
0,123,31000,0.44
0,123,32000,0.56
0,123,33000,0.58
0,123,34000,0.48
0,123,35000,0.56
0,123,36000,0.52
0,123,37000,0.54
0,123,38000,0.56
0,123,39000,0.52
0,123,40000,0.48
0,123,41000,0.58
0,123,42000,0.38
0,123,43000,0.4
0,123,44000,0.48
0,123,45000,0.42
0,123,46000,0.4
0,123,47000,0.44
0,123,48000,0.34
0,123,49000,0.4
0,123,50000,0.4
20,42,0,0.0
20,42,1000,0.88
20,42,2000,0.98
20,42,3000,0.98
20,42,4000,0.94
20,42,5000,0.96
20,42,6000,0.98
20,42,7000,0.96
20,42,8000,0.96
20,42,9000,0.96
20,42,10000,0.98
20,42,11000,0.98
20,42,12000,0.92
20,42,13000,0.96
20,42,14000,0.96
20,42,15000,0.96
20,42,16000,0.9
20,42,17000,0.96
20,42,18000,0.96
20,42,19000,0.94
20,42,20000,0.96
20,42,21000,0.94
20,42,22000,0.92
20,42,23000,0.94
20,42,24000,0.88
20,42,25000,0.88
20,42,26000,0.92
20,42,27000,0.9
20,42,28000,0.94
20,42,29000,0.94
20,42,30000,0.92
20,42,31000,0.92
20,42,32000,0.88
20,42,33000,0.92
20,42,34000,0.94
20,42,35000,0.96
20,42,36000,0.96
20,42,37000,0.94
20,42,38000,0.94
20,42,39000,0.94
20,42,40000,0.9
20,42,41000,0.96
20,42,42000,0.92
20,42,43000,0.92
20,42,44000,0.88
20,42,45000,0.96
20,42,46000,0.9
20,42,47000,0.88
20,42,48000,0.86
20,42,49000,0.86
20,42,50000,0.84
8,42,0,0.0
8,42,1000,0.86
8,42,2000,0.9
8,42,3000,0.9
8,42,4000,0.94
8,42,5000,0.92
8,42,6000,0.86
8,42,7000,0.88
8,42,8000,0.88
8,42,9000,0.88
8,42,10000,0.8
8,42,11000,0.86
8,42,12000,0.84
8,42,13000,0.78
8,42,14000,0.86
8,42,15000,0.82
8,42,16000,0.86
8,42,17000,0.86
8,42,18000,0.88
8,42,19000,0.82
8,42,20000,0.82
8,42,21000,0.86
8,42,22000,0.84
8,42,23000,0.84
8,42,24000,0.82
8,42,25000,0.92
8,42,26000,0.9
8,42,27000,0.84
8,42,28000,0.84
8,42,29000,0.88
8,42,30000,0.92
8,42,31000,0.86
8,42,32000,0.86
8,42,33000,0.9
8,42,34000,0.92
8,42,35000,0.82
8,42,36000,0.88
8,42,37000,0.9
8,42,38000,0.92
8,42,39000,0.9
8,42,40000,0.88
8,42,41000,0.88
8,42,42000,0.86
8,42,43000,0.9
8,42,44000,0.9
8,42,45000,0.92
8,42,46000,0.86
8,42,47000,0.9
8,42,48000,0.9
8,42,49000,0.92
8,42,50000,0.88
15,123,0,0.0
15,123,1000,0.98
15,123,2000,0.94
15,123,3000,0.96
15,123,4000,0.94
15,123,5000,0.96
15,123,6000,1.0
15,123,7000,0.94
15,123,8000,0.92
15,123,9000,0.96
15,123,10000,0.94
15,123,11000,0.9
15,123,12000,0.88
15,123,13000,0.88
15,123,14000,0.88
15,123,15000,0.88
15,123,16000,0.9
15,123,17000,0.96
15,123,18000,0.94
15,123,19000,0.94
15,123,20000,0.92
15,123,21000,0.92
15,123,22000,0.9
15,123,23000,0.92
15,123,24000,0.88
15,123,25000,0.86
15,123,26000,0.92
15,123,27000,0.92
15,123,28000,0.9
15,123,29000,0.88
15,123,30000,0.9
15,123,31000,0.92
15,123,32000,0.96
15,123,33000,0.94
15,123,34000,0.9
15,123,35000,0.9
15,123,36000,0.88
15,123,37000,0.94
15,123,38000,0.94
15,123,39000,0.88
15,123,40000,0.9
15,123,41000,0.92
15,123,42000,0.92
15,123,43000,0.92
15,123,44000,0.9
15,123,45000,0.92
15,123,46000,0.94
15,123,47000,0.94
15,123,48000,0.92
15,123,49000,0.94
15,123,50000,0.96
1,456,0,0.0
1,456,1000,0.64
1,456,2000,0.84
1,456,3000,0.74
1,456,4000,0.84
1,456,5000,0.76
1,456,6000,0.66
1,456,7000,0.72
1,456,8000,0.72
1,456,9000,0.68
1,456,10000,0.68
1,456,11000,0.78
1,456,12000,0.72
1,456,13000,0.78
1,456,14000,0.64
1,456,15000,0.78
1,456,16000,0.68
1,456,17000,0.7
1,456,18000,0.7
1,456,19000,0.58
1,456,20000,0.66
1,456,21000,0.72
1,456,22000,0.64
1,456,23000,0.72
1,456,24000,0.64
1,456,25000,0.64
1,456,26000,0.74
1,456,27000,0.72
1,456,28000,0.62
1,456,29000,0.64
1,456,30000,0.58
1,456,31000,0.62
1,456,32000,0.6
1,456,33000,0.6
1,456,34000,0.6
1,456,35000,0.68
1,456,36000,0.58
1,456,37000,0.56
1,456,38000,0.6
1,456,39000,0.58
1,456,40000,0.6
1,456,41000,0.62
1,456,42000,0.64
1,456,43000,0.68
1,456,44000,0.68
1,456,45000,0.68
1,456,46000,0.58
1,456,47000,0.64
1,456,48000,0.56
1,456,49000,0.62
1,456,50000,0.62
6,123,0,0.0
6,123,1000,0.92
6,123,2000,0.9
6,123,3000,0.88
6,123,4000,0.86
6,123,5000,0.94
6,123,6000,0.84
6,123,7000,0.86
6,123,8000,0.8
6,123,9000,0.9
6,123,10000,0.88
6,123,11000,0.82
6,123,12000,0.8
6,123,13000,0.82
6,123,14000,0.8
6,123,15000,0.76
6,123,16000,0.74
6,123,17000,0.82
6,123,18000,0.8
6,123,19000,0.76
6,123,20000,0.8
6,123,21000,0.74
6,123,22000,0.8
6,123,23000,0.74
6,123,24000,0.7
6,123,25000,0.7
6,123,26000,0.76
6,123,27000,0.8
6,123,28000,0.74
6,123,29000,0.74
6,123,30000,0.74
6,123,31000,0.8
6,123,32000,0.8
6,123,33000,0.74
6,123,34000,0.82
6,123,35000,0.72
6,123,36000,0.88
6,123,37000,0.78
6,123,38000,0.84
6,123,39000,0.78
6,123,40000,0.82
6,123,41000,0.84
6,123,42000,0.92
6,123,43000,0.88
6,123,44000,0.82
6,123,45000,0.72
6,123,46000,0.76
6,123,47000,0.82
6,123,48000,0.78
6,123,49000,0.8
6,123,50000,0.72
9,123,0,0.0
9,123,1000,0.9
9,123,2000,0.92
9,123,3000,0.88
9,123,4000,0.86
9,123,5000,0.84
9,123,6000,0.88
9,123,7000,0.82
9,123,8000,0.8
9,123,9000,0.86
9,123,10000,0.78
9,123,11000,0.84
9,123,12000,0.84
9,123,13000,0.82
9,123,14000,0.82
9,123,15000,0.78
9,123,16000,0.74
9,123,17000,0.72
9,123,18000,0.74
9,123,19000,0.78
9,123,20000,0.78
9,123,21000,0.72
9,123,22000,0.76
9,123,23000,0.74
9,123,24000,0.76
9,123,25000,0.9
9,123,26000,0.68
9,123,27000,0.82
9,123,28000,0.74
9,123,29000,0.78
9,123,30000,0.76
9,123,31000,0.86
9,123,32000,0.8
9,123,33000,0.7
9,123,34000,0.76
9,123,35000,0.74
9,123,36000,0.86
9,123,37000,0.78
9,123,38000,0.8
9,123,39000,0.8
9,123,40000,0.74
9,123,41000,0.82
9,123,42000,0.78
9,123,43000,0.72
9,123,44000,0.78
9,123,45000,0.78
9,123,46000,0.76
9,123,47000,0.78
9,123,48000,0.8
9,123,49000,0.78
9,123,50000,0.72
12,456,0,0.0
12,456,1000,0.94
12,456,2000,0.94
12,456,3000,0.96
12,456,4000,0.96
12,456,5000,0.96
12,456,6000,0.92
12,456,7000,0.96
12,456,8000,0.98
12,456,9000,0.9
12,456,10000,0.84
12,456,11000,0.9
12,456,12000,0.88
12,456,13000,0.9
12,456,14000,0.94
12,456,15000,0.94
12,456,16000,0.92
12,456,17000,0.94
12,456,18000,0.92
12,456,19000,0.9
12,456,20000,0.94
12,456,21000,0.94
12,456,22000,0.92
12,456,23000,0.92
12,456,24000,0.88
12,456,25000,0.88
12,456,26000,0.94
12,456,27000,0.86
12,456,28000,0.9
12,456,29000,0.9
12,456,30000,0.86
12,456,31000,0.9
12,456,32000,0.92
12,456,33000,0.94
12,456,34000,0.86
12,456,35000,0.92
12,456,36000,0.86
12,456,37000,0.92
12,456,38000,0.86
12,456,39000,0.9
12,456,40000,0.86
12,456,41000,0.88
12,456,42000,0.84
12,456,43000,0.88
12,456,44000,0.86
12,456,45000,0.88
12,456,46000,0.9
12,456,47000,0.9
12,456,48000,0.9
12,456,49000,0.88
12,456,50000,0.92
3,42,0,0.0
3,42,1000,0.88
3,42,2000,0.82
3,42,3000,0.84
3,42,4000,0.84
3,42,5000,0.8
3,42,6000,0.82
3,42,7000,0.8
3,42,8000,0.8
3,42,9000,0.76
3,42,10000,0.82
3,42,11000,0.78
3,42,12000,0.76
3,42,13000,0.8
3,42,14000,0.78
3,42,15000,0.7
3,42,16000,0.76
3,42,17000,0.8
3,42,18000,0.84
3,42,19000,0.84
3,42,20000,0.76
3,42,21000,0.84
3,42,22000,0.76
3,42,23000,0.78
3,42,24000,0.8
3,42,25000,0.72
3,42,26000,0.8
3,42,27000,0.78
3,42,28000,0.84
3,42,29000,0.8
3,42,30000,0.74
3,42,31000,0.76
3,42,32000,0.8
3,42,33000,0.72
3,42,34000,0.76
3,42,35000,0.94
3,42,36000,0.82
3,42,37000,0.78
3,42,38000,0.82
3,42,39000,0.86
3,42,40000,0.84
3,42,41000,0.74
3,42,42000,0.84
3,42,43000,0.8
3,42,44000,0.84
3,42,45000,0.82
3,42,46000,0.8
3,42,47000,0.76
3,42,48000,0.76
3,42,49000,0.86
3,42,50000,0.84
3,456,0,0.0
3,456,1000,0.84
3,456,2000,0.88
3,456,3000,0.78
3,456,4000,0.74
3,456,5000,0.74
3,456,6000,0.74
3,456,7000,0.76
3,456,8000,0.74
3,456,9000,0.74
3,456,10000,0.74
3,456,11000,0.74
3,456,12000,0.78
3,456,13000,0.76
3,456,14000,0.78
3,456,15000,0.86
3,456,16000,0.76
3,456,17000,0.82
3,456,18000,0.8
3,456,19000,0.82
3,456,20000,0.8
3,456,21000,0.76
3,456,22000,0.84
3,456,23000,0.78
3,456,24000,0.84
3,456,25000,0.82
3,456,26000,0.8
3,456,27000,0.84
3,456,28000,0.8
3,456,29000,0.78
3,456,30000,0.78
3,456,31000,0.76
3,456,32000,0.82
3,456,33000,0.74
3,456,34000,0.74
3,456,35000,0.82
3,456,36000,0.74
3,456,37000,0.8
3,456,38000,0.84
3,456,39000,0.76
3,456,40000,0.86
3,456,41000,0.86
3,456,42000,0.8
3,456,43000,0.78
3,456,44000,0.84
3,456,45000,0.82
3,456,46000,0.84
3,456,47000,0.84
3,456,48000,0.8
3,456,49000,0.88
3,456,50000,0.82
4,42,0,0.0
4,42,1000,0.9
4,42,2000,0.86
4,42,3000,0.86
4,42,4000,0.76
4,42,5000,0.76
4,42,6000,0.78
4,42,7000,0.76
4,42,8000,0.84
4,42,9000,0.84
4,42,10000,0.84
4,42,11000,0.86
4,42,12000,0.8
4,42,13000,0.8
4,42,14000,0.78
4,42,15000,0.76
4,42,16000,0.74
4,42,17000,0.76
4,42,18000,0.8
4,42,19000,0.78
4,42,20000,0.76
4,42,21000,0.74
4,42,22000,0.86
4,42,23000,0.76
4,42,24000,0.74
4,42,25000,0.84
4,42,26000,0.86
4,42,27000,0.78
4,42,28000,0.82
4,42,29000,0.76
4,42,30000,0.78
4,42,31000,0.8
4,42,32000,0.76
4,42,33000,0.82
4,42,34000,0.76
4,42,35000,0.78
4,42,36000,0.88
4,42,37000,0.82
4,42,38000,0.82
4,42,39000,0.78
4,42,40000,0.78
4,42,41000,0.82
4,42,42000,0.76
4,42,43000,0.76
4,42,44000,0.76
4,42,45000,0.82
4,42,46000,0.7
4,42,47000,0.8
4,42,48000,0.78
4,42,49000,0.8
4,42,50000,0.76
4,123,0,0.0
4,123,1000,0.84
4,123,2000,0.86
4,123,3000,0.72
4,123,4000,0.76
4,123,5000,0.78
4,123,6000,0.8
4,123,7000,0.76
4,123,8000,0.66
4,123,9000,0.76
4,123,10000,0.78
4,123,11000,0.72
4,123,12000,0.7
4,123,13000,0.66
4,123,14000,0.82
4,123,15000,0.78
4,123,16000,0.84
4,123,17000,0.76
4,123,18000,0.76
4,123,19000,0.76
4,123,20000,0.8
4,123,21000,0.82
4,123,22000,0.78
4,123,23000,0.76
4,123,24000,0.74
4,123,25000,0.78
4,123,26000,0.84
4,123,27000,0.8
4,123,28000,0.82
4,123,29000,0.74
4,123,30000,0.78
4,123,31000,0.8
4,123,32000,0.68
4,123,33000,0.68
4,123,34000,0.74
4,123,35000,0.76
4,123,36000,0.76
4,123,37000,0.72
4,123,38000,0.74
4,123,39000,0.76
4,123,40000,0.76
4,123,41000,0.76
4,123,42000,0.68
4,123,43000,0.7
4,123,44000,0.8
4,123,45000,0.76
4,123,46000,0.76
4,123,47000,0.8
4,123,48000,0.78
4,123,49000,0.84
4,123,50000,0.84
10,456,0,0.0
10,456,1000,0.92
10,456,2000,0.96
10,456,3000,0.88
10,456,4000,0.9
10,456,5000,0.88
10,456,6000,0.9
10,456,7000,0.82
10,456,8000,0.76
10,456,9000,0.86
10,456,10000,0.78
10,456,11000,0.78
10,456,12000,0.82
10,456,13000,0.8
10,456,14000,0.78
10,456,15000,0.8
10,456,16000,0.82
10,456,17000,0.8
10,456,18000,0.8
10,456,19000,0.82
10,456,20000,0.78
10,456,21000,0.8
10,456,22000,0.74
10,456,23000,0.84
10,456,24000,0.74
10,456,25000,0.7
10,456,26000,0.76
10,456,27000,0.78
10,456,28000,0.7
10,456,29000,0.7
10,456,30000,0.76
10,456,31000,0.78
10,456,32000,0.8
10,456,33000,0.74
10,456,34000,0.82
10,456,35000,0.82
10,456,36000,0.74
10,456,37000,0.76
10,456,38000,0.76
10,456,39000,0.84
10,456,40000,0.74
10,456,41000,0.72
10,456,42000,0.7
10,456,43000,0.72
10,456,44000,0.78
10,456,45000,0.76
10,456,46000,0.84
10,456,47000,0.76
10,456,48000,0.8
10,456,49000,0.78
10,456,50000,0.8
20,456,0,0.0
20,456,1000,0.96
20,456,2000,0.98
20,456,3000,0.92
20,456,4000,0.94
20,456,5000,0.9
20,456,6000,0.9
20,456,7000,0.9
20,456,8000,0.9
20,456,9000,0.9
20,456,10000,0.88
20,456,11000,0.9
20,456,12000,0.88
20,456,13000,0.86
20,456,14000,0.8
20,456,15000,0.88
20,456,16000,0.84
20,456,17000,0.8
20,456,18000,0.82
20,456,19000,0.78
20,456,20000,0.8
20,456,21000,0.88
20,456,22000,0.86
20,456,23000,0.88
20,456,24000,0.9
20,456,25000,0.86
20,456,26000,0.9
20,456,27000,0.92
20,456,28000,0.94
20,456,29000,0.92
20,456,30000,0.92
20,456,31000,0.92
20,456,32000,0.92
20,456,33000,0.92
20,456,34000,0.94
20,456,35000,0.92
20,456,36000,0.94
20,456,37000,0.96
20,456,38000,0.94
20,456,39000,0.94
20,456,40000,0.94
20,456,41000,0.94
20,456,42000,0.88
20,456,43000,0.94
20,456,44000,0.92
20,456,45000,0.9
20,456,46000,0.9
20,456,47000,0.82
20,456,48000,0.94
20,456,49000,0.9
20,456,50000,0.9
